worker	sentence	label
worker13	#0392	Every person rethinks how education should be became by himself.
worker13	#0332	We can provide daily life assistance for requested persons.
worker13	#0278	There are many famous spots for fall leaves all over the our country, that have provided the setting for Japanese culture Noh dramas.
worker13	#0344	He exercises in the gymnasium for an hour and a half.
worker13	#0151	The residents of the European area can not buy it.
worker1	#0083	The person who has qualification of diamond appraiser will do inspection.
worker1	#0476	It is the best balance is a little out of rage.
worker1	#0290	In this page there are 2 information.
worker1	#0538	All child has the sort of sense.
worker1	#0543	It is important to have own opinions. 
worker1	#0018	I feel wasting the time if it takes 50 hours.
worker1	#0707	He is accepted by mayor beforehand.
worker1	#0704	She had a surgery for brest cancer in the university hospital 5 years ago.
worker1	#0249	In the case of second stage syphilis there are risks of infection for everything.
worker1	#0551	I have a kid same around of age.
worker43	#0049	you set displacing time to 1 sec
worker43	#0324	weather condition is the state in which selected categories are larger than set-point 
worker43	#0601	you can reserve a hotel easily from Japan
worker43	#0204	the one who know nothing about home-construction
worker43	#0169	Yamada and Satou do training together 
worker43	#0556	I will be responsive for their actions 
worker43	#0646	Each get on their ways back to home 
worker43	#0549	31 people have some disorders on their bodies 
worker43	#0400	He think to purchase it seriously 
worker43	#0530	He should be more concern about holistic social problems 
worker13	#0342	Prior discussion has to be conducted.
worker13	#0256	It is not reasons whether we makes a friend.
worker13	#0384	I have two reality methods in my mind.
worker13	#0302	our company have many actual achievement in the development for business system.
worker13	#0540	Japan has leading technology.
worker13	#0042	You need the residual required period for passport.
worker13	#0240	many college student have part time job.
worker13	#0359	The program automatically performs stock transactions.
worker13	#0273	We have the time until the waiting time.
worker13	#0189	The submitted dead limit was decided within one year.
worker0	#0325	He has performed nearly ten years in over 60 countries.
worker0	#0331	We will make the offer of infectious diseases information and medical information to healthcare professionals.
worker0	#0566	One certain volatile substance has a germination inhibiting action.
worker0	#0585	He had a camera in hand wearing a systemic leather clothes.
worker0	#0688	People who have come a passive life comes into society.
worker0	#0129	The staff in charge will have a meeting with the craftsman.
worker0	#0309	It seems that 80% of all stores use homemade noodles.
worker0	#0111	He will help with the dinner-making and confectionery making together.
worker0	#0619	When using this, you can specify due date and delivery time.
worker0	#0488	Better of it absolutely to those who buy from now.
worker7	#0558	It has a big relation to our daily life.
worker7	#0584	Most people had a time to meditate,
worker7	#0307	He told me clearly what was going to do.
worker7	#0457	I feel like I see a scene of movie.
worker7	#0745	He awarded the disaster prevention contributor from prime minister.
worker7	#0575	People who understand things can afford to their mind.
worker7	#0341	He will correct the change of function and condition.
worker7	#0345	In this hall, we will meet with the organizer of the event in advance.
worker7	#0370	He will propose a business system for companies.
worker7	#0368	We will recruit your opinions as below.
worker24	#0015	I always wish him strive to be better than who he is.
worker24	#0527	The movie had much of erotic scenes.
worker24	#0710	It is influenced by the Mediterranean culture, etc. 
worker24	#0171	Mr. Yamada and the sound editor performed the time adjustment and so on.
worker24	#0534	It has a certain influence on the U.S. government's policy-making decisions.
worker24	#0553	It has about the same capability as asphalt mixtures.
worker24	#0548	Many people have quite a negative image about the word.
worker24	#0545	One tree has the characteristics of both male and female.
worker24	#0532	It has the power to drive the revenue.
worker24	#0747	Many people receive the benefit of the service.
worker16	#0583	Not all the people do not have their homepage yet.
worker16	#0288	There was an annousment in the commitee that they want to complete it  by the end of the year.
worker16	#0233	56 percent of people do splenectomy by they get 5 years old.
worker16	#0413	He read another work made by the same author in July.
worker16	#0158	This contract will be made by the shopping company.
worker16	#0373	The administrator immediately deletes privacy data. 
worker16	#0774	The person was not feeling that way at all.
worker16	#0611	You are able to do the work whenever you like.
worker16	#0268	Regarding to Japanese food, I have an image that it is safe.  
worker16	#0541	One software has both function.
worker7	#0621	We can calculate daily calories easily.
worker7	#0474	The clock’s second hand makes me feel good to my ears.
worker7	#0106	It will set to the factory setting.
worker7	#0726	First in our nation, we got direct authority from local governments.
worker7	#0005	I think Mr. Yamada is be liked by everyone.
worker7	#0399	Our company think home and family health,
worker7	#0244	It helps to prevent tooth decay very much.
worker7	#0386	After all, it is important what the reader think.
worker7	#0195	1st year student studied how to play melodic harmonica.
worker7	#0220	Most people trained actions.
worker1	#0561	Each person has each personality.
worker1	#0539	He does not have so many knowledges.
worker1	#0761	I do not need any weel chair at all.
worker1	#0270	I tend to like a person who acts dedicatedly.
worker1	#0773	It is impossible that there is a useless kid in this community.
worker1	#0265	There is a shop which takes an hour from here.
worker1	#0340	He will sort of the dates in case of that there are many applicants.
worker1	#0361	He will give a consulting service of bussiness for the small and mefium sized companies.
worker1	#0352	Our service is that creating the embroidry original stickers and selling the emboridry products.
worker1	#0271	There are multiple sort of ways for encording.
worker10	#0414	Looking more details of infant education related products.
worker10	#0235	Yamada's mother consulted to teacher.
worker10	#0620	Its actually possible to experience of making ramen.
worker10	#0333	He did making old toy together.
worker10	#0353	City hall conducts paid distribution of administrative document.
worker10	#0394	I think December 4th in the plan.
worker10	#0616	In case of caregiver, external care-insurance services are available.
worker10	#0571	Staff continues to have such recognition.
worker10	#0555	It have had history of 90 years.
worker10	#0380	He thinks various methods of diet.
worker27	#0339	The dealer repaired danger spot atany time.
worker27	#0514	European logistics company is accounted Engrish company.
worker27	#0619	Ii you use this method,you can assignment limit time and deriver time.
worker27	#0334	He deverops brog sysutem continual.
worker27	#0575	A person who understands have to have afford.
worker27	#0345	Our facility discuss with orgnizer beforehand.
worker27	#0538	All childrens have this sensibility. 
worker27	#0407	Cows look us with big eyes.
worker27	#0309	It says 80percent of shops use self-made noodle.
worker27	#0545	This tree have nature that male and female.
worker44	#0232	I myself as the fan of the Pacific League feel excited now.
worker44	#0373	The administrator will delete the personal information promptly.
worker44	#0592	Not all people have mobile phones.
worker44	#0335	He made a eighteen-minites presentation with that title.
worker44	#0279	We heard from Mr.(or Ms)Yamada that he(or she)had such a hard time.
worker44	#0601	We can make a hotel reservation in Japanese easily from Japan.
worker44	#0457	It is like I am watching the scene of movie.
worker44	#0469	He saw the world outside through the window of cafe.
worker44	#0724	I already got more than 1000 case of consultation from all over the country.
worker44	#0330	We will proactively support the resional people for their activity.
worker13	#0368	We will be soliciting opinions as follows.
worker13	#0034	peoples with 30.2% customer refer to the opinion of the salesperson.
worker13	#0534	It has a certain influence for U.S. government decision.
worker13	#0336	The professor had  a keynote speech.
worker13	#0418	Please watch our company HP in detail.
worker13	#0617	I can set weekly schedule easily.
worker13	#0215	He reqest the documents to each insurance company.
worker13	#0350	We will ask you to confirm your order.
worker13	#0558	It has a lot of relationship for our life.
worker13	#0488	It is better answer for a person buying it now.
worker35	#0015	I think he always wants to be above
worker35	#0572	Our company has over 30 years experience in many entertainment facilities and commercial facilities
worker35	#0249	In case of syphilis stage 2, Everything is at risk of infection
worker35	#0717	I am, received a report that operation of public vehicle priority system was started
worker35	#0543	Hold your own ideas firmly
worker35	#0265	There is a shop in one hour by car.
worker35	#0621	Easy calorie calculation everyday
worker35	#0278	A landmark of autumnal leaves are many places in the nation where the stage of Noh
worker35	#0268	Regarding Japanese food, There is a safe image
worker35	#0359	There is a program which automatically buys and sells stocks
worker18	#0156	Providing service for the purpose of reducing the family burde
worker18	#0643	My head can't keep up with current situation
worker18	#0392	Once more thinking model of education everyone
worker18	#0083	With qualification of appraising daiamond inspects
worker18	#0193	He applies for prior consultation to mayor
worker18	#0141	4 people reported of awarfd to Yamada mayor yesterday
worker18	#0106	Setting the product to factory default set
worker18	#0143	He kisses her lips meaning good morning
worker18	#0223	A man thought perfectly perform someone makes mistake
worker18	#0329	In addition we do all of related services
worker35	#0344	In the gym, he will practice for an hour and a half
worker35	#0631	I finally managed to organize it during the holidays
worker35	#0676	He left a ticket gate at the local station on the way home from the office.
worker35	#0204	A person who does not know about home making makes such calculations
worker35	#0731	Watercolors course, interviewed by a magazine
worker35	#0240	Many students, work part-time.
worker35	#0694	A similar scene came out in the movie
worker35	#0571	The staff keeps such awareness
worker35	#0233	Splenectomy takes place by 56 % up to 5 years old
worker35	#0649	I almost have no symptoms of hay fever
worker35	#0567	Each has an atmosphere of that age
worker35	#0353	Municipal office is distributing administrative materials for a fee
worker35	#0782	There is no spiritual culture yet to foster autonomy in Japan yet
worker35	#0325	He has performed activities in over 60 countries for nearly 10 years
worker35	#0527	There were many erotic scenes in the movie
worker35	#0341	From time to time, change the function and correct the condition
worker35	#0700	There is no speed at all if the timing is wrong.
worker35	#0181	I got dizzy by my boss's powerful words
worker35	#0590	In the future of the game industry, everyone had hope
worker35	#0663	I get some energies when I get a coin
worker1	#0342	It is necessary to have disucussion beforehand.
worker1	#0688	The people who always decide passively entire their life work in the society.
worker1	#0612	There were a long line like 30 people at the store when we arrived there at 11am.
worker1	#0196	150million people going overseas for travel.
worker1	#0702	On a regular basis taking a inspection of local community.
worker1	#0744	It is supported a lot by 30s women.
worker1	#0396	Thinking about the environment issues and the goal for future.
worker1	#0585	He were in all leather clothes and holding a camera.
worker1	#0746	It takes a rimitation of term for both of labor and manager.
worker1	#0320	He tells his opinion without hesitation to his teachers and his friends.
worker18	#0583	Not all people have their own homepage
worker18	#0135	Many people took a commemorative photo
worker18	#0256	It does'nt have relationship all wether or not to fellow
worker18	#0622	It can treat patients of chronic pain and cancer pain
worker18	#0235	Yamada's mother was consulted to teacher
worker18	#0129	Stuff will meet to craftsmen
worker18	#0010	It's work of   Momoyama period before and after
worker18	#0333	He do making old toys together
worker18	#0221	Left wing and dissidents talked each other
worker18	#0704	She underwent surgery for breast cancer at university hospital five years ago
worker20	#0773	It's unbelievable that miserable youngster like that belongs to the organization.
worker20	#0615	We can easily access the cordless internet through a cell phone. 
worker20	#0721	Almost all the people suffered some damage. 
worker20	#0218	The tax payment certification have to be sent between the 1st and 15th.
worker20	#0282	The Bible has Saying like that.
worker20	#0422	Last night he saw old dream after a long time.
worker20	#0541	One software includes both functions.
worker20	#0375	A cultural society is going to exhibit their works.
worker20	#0380	He thinks about various ways to go on a diet.
worker20	#0351	First of all he has a health check every morning.
worker27	#0692	Sometimes such person appears on televition.
worker27	#0308	Mr Yamada said to me with relief.
worker27	#0413	He looked this auther's another  work on July.
worker27	#0273	There is a time for our appointment.
worker27	#0381	The local government have to make our happiness.
worker27	#0066	The staff helps for making work.
worker27	#0298	Almost islands have such a thing.
worker27	#0584	Almost people have a time of mindfullnes.
worker27	#0474	Sound of second needle of watch good for ear.
worker27	#0476	A little wide balance is good.
worker16	#0100	People who are interested in Africa exchange information and opinions.
worker16	#0270	I tend to like the person who acts devotedly.
worker16	#0288	There was an announcement in the committee that they want to finish it by the end of the year.
worker16	#0549	31 people have physical disabilities.
worker16	#0681	There is an error for directory access.
worker16	#0283	It works for improving blood circulation.
worker16	#0546	It has a structure that is similar to female hormone. 
worker16	#0428	He watched the latest news for the first time in a long time. 
worker16	#0705	You are required to get the permission from the city mayor in order to make advertisement.
worker16	#0074	The representative of children made a comment of gratitude for their parents and grandparents.
worker35	#0532	It has enough power to influence sales
worker35	#0052	A junior high school sophomore experience workplace experience
worker35	#0531	Such people usually have absolute confidence
worker35	#0673	In the meantime I got a fever up to nearly 40 degrees
worker35	#0658	To the beautiful scenery, Unexpectedly admiring voice comes out
worker35	#0189	The deadline for submitting the proposed plan, In principle within one year
worker35	#0370	He will propose business systems for enterprises
worker35	#0520	Current medical systems are very problematic
worker35	#0018	I am, If it takes 50 hours, I feel regret is time.
worker35	#0338	He actively sends out and exchanges regional child rearing information
worker24	#0371	The Education Rebuilding Implementation Council provided 7 proposals.
worker24	#0707	He received the mayor's approval in advance.
worker24	#0111	He provide assistance to cook supper and maki 
worker24	#0327	He checks the blood pressure control and medication on a regular basis.
worker24	#0244	It has a very good effect on cavity prevention.
worker24	#0067	Development of clinical research and improvement of consultation level are targeted.
worker24	#0302	There are many achievements with business system development.
worker24	#0105	He does the scaffolding related job at a construction company.
worker24	#0364	Upon provision of the service, the following actions shall not be performed.
worker24	#0185	People right in front of my eyes put expectation on me.
worker0	#0297	The National Health Insurance tax has two tax exemption systems.
worker0	#0377	The staff will make the engine support on the day.
worker0	#0157	Two of the actress was glued the eyes of male fans.
worker0	#0564	It has a quite deodorizing effect.
worker0	#0296	There is a trade-off relationship between index creation cost and search cost.
worker0	#0560	Everyone has qualification of First class technician.
worker0	#0561	Each has a feature in each.
worker0	#0386	The rest is how people who read it think.
worker0	#0709	In order to become a player, it is necessary to receive 12 months of education at school.
worker0	#0745	He received recognition from the Prime Minister as a disaster prevention worker.
worker35	#0284	Of course we have confidentiality obligation
worker35	#0553	It is, almost the same performance as an asphalt mixture
worker35	#0555	It had a history of 90 years
worker35	#0393	He seriously, To a nearby company thought about changing my job
worker35	#0328	At the university, Mainly do the following business
worker35	#0551	I have a child of the same age
worker35	#0451	More items for him in this category
worker35	#0540	Japan has state-of-the-art technology
worker35	#0318	With a midway leave, A person whose enrollment period is less than 15 years and whose age is under 60 years old
worker35	#0171	Mr. Yamada and the voice person did the adjustment of time etc
worker20	#0548	Many people have a pretty bad impression of that word.
worker20	#0761	I don't need a wheelchair at all.
worker20	#0440	I watched an evening TV gossip show after a long time. 
worker20	#0494	This kind is the best balance between the sweetness and the sourness.
worker20	#0536	It has a large implication to Yamada.
worker20	#0404	We should think how the society works that it is not easy to get guns. 
worker20	#0726	It's the first time in the country that we were transferred authority directly from prefectures.   
worker20	#0230	A man who was seeing it warned.
worker20	#0611	I can do activities freely in real time.
worker20	#0049	You converted the transposing time to one second.  
worker45	#0616	If you a caregiver,you can use an external nursingcare insurance service.
worker45	#0070	Person of the comimtter had a greeding campaing.
worker45	#0340	If number of large appliciants , he'll adjust theschedle.
worker45	#0079	I called arequest to a many company.
worker45	#0770	There are few places aroud the here.
worker45	#0331	We'll provide disease information and medical information for medical person.
worker45	#0173	Consumeres subsvribes to credit card company.
worker45	#0529	I'd interested  in touching soft teeth.
worker45	#0733	The person who came in front of me actually touch the feeling of winning.
worker45	#0324	Weather condition is state in which the selected item is lager than tha setting values.
worker35	#0337	He will examine how to implement the seminar
worker35	#0399	Our company think house and family health
worker35	#0383	I always think about such things
worker35	#0290	There are 2 pieces of information on this page
worker35	#0063	Total budget will be 200 million 2.48 million yen
worker35	#0728	2707 points received designation of important tangible folk cultural property of the country
worker35	#0361	He conducts management consulting services for small and medium enterprises
worker35	#0360	We will provide the following services for employees
worker35	#0348	For data registration first will register a category of information
worker35	#0408	For the time being, See the state of the open day
worker35	#0769	An example that remembered the meaning incorrectly, There is no free time in the enumeration
worker35	#0099	I will target those who secretly enjoy women's appearance
worker35	#0466	Various people seem to be watching this blog
worker35	#0620	Actually you can experience ramen making
worker35	#0195	First grader learned keyboard harmonica
worker35	#0294	There are many cases that are not evaluated from the field
worker35	#0011	I think it is a movie in the early Showa era
worker35	#0169	Yamada and Sato practice singing together
worker35	#0710	It is influenced by Mediterranean culture etc.
worker35	#0562	He has two what she likes
worker35	#0354	He has material properties, lifespan characteristics were evaluated
worker35	#0539	He does not have that so knowledge
worker35	#0363	Our company set up the venue
worker35	#0400	He is seriously thinking about buying it
worker35	#0005	I think Yamada is a type that everyone likes
worker35	#0271	There are several kinds of How to encode
worker35	#0029	He set the deadline for submitting the plan within one year
worker35	#0774	He did not feel like that at all.
worker35	#0747	Many people receive the benefits of the service
worker35	#0352	At our company manufacture and sell original embroidery patches and embroidery products
worker20	#0646	Each person went home very satisfied. 
worker20	#0394	I'm scheduling it's for December 4th. 
worker20	#0737	56% of corporations obtained a loan. 
worker20	#0209	Knavish person pretend to be a silly person.
worker20	#0357	It automatically calculate the time of termination.
worker20	#0414	I'm going to check more in detail of preschool education products. 
worker20	#0378	I'll advise the usage to someone who are using it.
worker20	#0462	He looked at the computer screen beyond Yamada's shoulder.
worker20	#0384	I specifically consider two methods.  
worker20	#0332	We support the daily life of someone who need to support.
worker35	#0654	He stands up and leaves the room as it is
worker35	#0158	The shopping company will do that contract
worker35	#0556	I am responsible for their actions
worker35	#0285	Of course at the hospital, and to me of the director have all the responsibilities
worker35	#0624	In the case of anonymity, I can not deal with it afterwards
worker35	#0627	That store, I can eat slowly in a calm atmosphere
worker35	#0220	Most people train actions
worker35	#0151	For residents of Europe, not sell items
worker35	#0326	He will mainly conduct improvement research on processing technology
worker35	#0566	Certain volatile substances is, It has a germination inhibiting action
worker46	#0366	Our staff will explain the fees and contents to a new customer beforehand.
worker46	#0452	He checks posts on a website for people looking for email friends.
worker46	#0626	You can easily change your password.
worker46	#0038	People suffering from dementia are living together.
worker46	#0635	I cannot find a time to post comments. 
worker46	#0530	We should pay more attention to social issues. as a whole.
worker46	#0365	He will perform a sit-in demonstration in front of the parliament requiring certain activities to the members between 11 a.m. and 1 p.m. 
worker46	#0526	There were many contents that can be used for classes.
worker46	#0588	Each has its own character in taste and scent.
worker46	#0719	Many people ask me the question.
worker47	#0716	He was given a explonation of contents of the class by Prof.Yamada.
worker47	#0042	It is necessary to keep the passport during the specified period.
worker47	#0307	He told me clearly what he would do.
worker47	#0455	My neighbor saw someone was taking a child away.
worker47	#0374	He examines a specified qualification to enter the school before. 
worker47	#0718	He, first, receives a request from a company.
worker47	#0586	He had few correct information.
worker47	#0739	It is necessary to get a mayer's judgement.
worker47	#0628	I can't update of my blog these days.
worker47	#0347	He takes charge of development of business brand and consulting of a company.
worker20	#0249	All of patients suffered from the secondary syphilis have a risk of infection.  
worker20	#0366	The staff explains charges and contents to new customers beforehand.  
worker20	#0540	Japan has the cutting-edge technology. 
worker20	#0546	It has a structure that is analogous to that of human female hormone.
worker20	#0774	I didn't have that feeling at all.
worker20	#0271	There's a wide variety of the method for encoding.
worker20	#0308	Ms. Yamada told me in a tone of quite relief.
worker20	#0083	It's inspected by someone who has a certification of diamond appraiser. 
worker20	#0586	He had little correct information.
worker20	#0717	I received a report that the operation of Public Transportation Priority System had been started. 
worker48	#0548	Many people have a considerable negative image about the words.
worker48	#0067	Our purpose is improving the development of clinical approaches and the standards of medical practice.
worker48	#0545	One tree has both male and female characteristics.
worker48	#0100	People interested in Africa exchange information and ideas with each other.
worker48	#0279	Mr.Yamada said that he had a hard time.
worker48	#0034	30.2% of people take the salesperson opionon into the account.
worker48	#0619	When you use this,you can appoint the date and delivery time. 
worker48	#0339	The workers repaired the dangerous places at any time.
worker48	#0284	Of course we are obligated to keep it secret.
worker48	#0688	A person who lived a reactive life go out into the world.
worker46	#0233	56 percent of people remove their spleens by the age of five.
worker46	#0612	There was already a line of almost 30 people at the restaurant when I went there just before 11 a.m.
worker46	#0694	I have seen a similar scene in a movie.
worker46	#0572	Our company has extensive experience in amusement and commercial facilities for more than 30 years.
worker46	#0440	I saw a talk show in the late afternoon after a while.
worker46	#0256	It has nothing to do with the decision whether to include them to the group.
worker46	#0627	People can eat at the restaurant in a cozy and relaxing mood.
worker46	#0564	It really works well as a deodorant.
worker46	#0709	12 months education at school is required to become an athlete. 
worker46	#0352	Our company manufactures and sells unique embroidery patches.
worker46	#0527	The movie had many erotic scenes.
worker46	#0327	He periodically examines a blood pressure control and medicine intake status.
worker46	#0195	A first year student leaned harmonica with keys.
worker46	#0539	He is not that knowledgeable.
worker46	#0244	It really prevents decayed tooth. 
worker46	#0428	He watched a recent news after a while.
worker46	#0063	The total budges is 202 million and 840 thousands yen.
worker46	#0340	If many applies, he adjusts the schedule.
worker46	#0106	We set specifications of the products as they are when they are shipped from the factory.
worker46	#0532	It affects enough to control sales amounts.
worker20	#0370	He'll suggest a business system for company.  
worker20	#0345	We have a meeting with a sponsor of an entertainment beforehand.
worker20	#0342	We need to confer in advance. 
worker20	#0452	He looks at writing on mail friend message board.
worker20	#0663	I feel uplifted when I get a pretty penny. 
worker20	#0158	The contract is made by the shopping company.
worker20	#0329	We accomplish all the related business likewise.  
worker20	#0066	The staff assist you to create your works. 
worker20	#0330	We assist positively an activity of regional resident.  
worker20	#0761	I don't need a wheelchair at all.
worker46	#0494	This type is best balanced in sweetness and acidity.
worker46	#0018	I feel that time is money when it takes as much as 50 hours.
worker46	#0556	I take responsibilities for their behaviors.
worker46	#0590	Everyone was hopeful for the future of game industries.
worker46	#0380	He thinks about many ways to lose weight.
worker46	#0353	The city office distributes administrative documents.
worker46	#0746	Both an employer and employees are subject to time restrictions.
worker46	#0285	The hospital and I as the principal are to be blamed for all the incidents..
worker46	#0273	We have some time until the meeting.
worker46	#0739	We need the town principal's decision.
worker46	#0455	A neighbor saw a child being kidnapped.
worker46	#0414	See more details on products related to infant education.
worker46	#0526	There were many things that can be useful for classes.
worker46	#0658	I cannot contain my amusement voice when I see a beautiful scenery.
worker46	#0469	He saw outside through an window glass at a cafe.
worker46	#0541	One software has both of the functions.
worker46	#0335	He did a presentation with the title for 18 minutes.
worker46	#0268	I consider Japanese cuisine safe.
worker46	#0386	All judgments are left to the readers.
worker46	#0374	He examines entrance qualifications beforehand.
worker46	#0365	He performs a sit-in demonstrations in front of the parliament requiring its members certain activities between 11 a.m. and 1 p.m.
worker46	#0566	Certain volatile substances prevent germinations.
worker46	#0348	First, you need to register the information category for data registration.
worker46	#0457	It is as if I'm watching a movie scene.
worker46	#0530	We should pay more attention to broader social issues.
worker46	#0615	We can easily connect to an internet via a cell phone without using a code. 
worker46	#0099	This is for only men who enjoy wearing clothes as females.
worker46	#0649	I rarely have a symptom of hay fever.
worker46	#0344	He practices at a gymnasium for one and a half hours.
worker46	#0005	I think that Yamada will be liked by everyone.
worker46	#0782	Japanese culture has not yet have a mind set to cultivate self disciplines.
worker46	#0157	Two actresses totally amused their male fans.
worker46	#0105	He works as a scaffolding worker at a construction company.
worker46	#0070	Committee members performed greeting activities.
worker46	#0011	I think that the movie was created in earlier Showa era.
worker46	#0185	People in front of me expect me.
worker46	#0296	The costs of creating an index and searching are trade off.
worker46	#0079	Quite a lot of companies called me for requests.
worker46	#0705	When advertising, you have to obtain the city principal's permission.
worker46	#0635	I have hard time writing comments.
worker46	#0333	He created old era toys together.
worker46	#0373	An administrator immediately deletes personal information.
worker46	#0567	Each era has its own color.
worker46	#0347	He performs developments and consulting of a business brand.
worker46	#0673	Soon I got a fever of almost 40 degree.
worker46	#0553	It has almost similar functions with an asphalt mixture.
worker46	#0728	2,707 objects were designated as important tangible craftsmanship treasures.
worker46	#0302	We have many achievements in industry related system developments.
worker46	#0588	Each has its own character in its taste and scent.
worker46	#0029	He decided that a plan must be submitted within one year.
worker46	#0413	He saw other products of this author in July.
worker46	#0298	Most islands have at least one thing like this.
worker46	#0341	He changes the functions and modifies the balance if necessary.
worker46	#0240	Many students do part-time jobs.
worker46	#0371	An education reform committee suggested 7 plans.
worker46	#0336	A professor gave a keynote speech on this theme.
worker46	#0151	We do not sell our products to residents in Europe.
worker46	#0571	Employees keep having such recognition.
worker46	#0536	It means a lot to Yamada.
worker46	#0334	He continuously improves a blog system.
worker46	#0555	It had as much as 90 years history.
worker46	#0359	A program automatically sells and buys stocks.
worker46	#0193	He requests the city principal for a pre-conference.
worker46	#0407	Cows gaze at us with big eyes.
worker46	#0399	Our company cares about the health of homes and families.
worker46	#0232	I'm already excited as a fan of pacific league.
worker46	#0488	It is definitely better for people who buy it from now.
worker46	#0129	A responsible staff has a meeting with a craftsman.
worker46	#0585	He held a camera in his hand wearing all leather clothes.
worker46	#0721	Most people are damaged in some ways.
worker49	#0393	He is seriously thinking about moving to a nearby company.
worker49	#0171	Yamada-san and the sound person are working on the time and other things.
worker49	#0583	Everyone doesn't have their homepage yet.
worker49	#0620	You can try making ramen yourself.
worker49	#0747	A lot of people took advantage of the service.
worker49	#0716	Yamada-sensei explained the class's content to him.
worker49	#0220	Most people practiced the action.
worker49	#0221	The left-wing and anti-establishment groups spoke.
worker49	#0318	Of the people to leave early, the ages ranged from just below 15 up to almost 60.
worker49	#0646	Everyone was able to get back with no trouble.
worker50	#0377	The day`s engine  will be supportted by the staff 
worker50	#0196	More than 15th million people will  travel oberseas
worker50	#0531	Such a person have Absolute confidence　usually
worker50	#0038	People suffering from dementia　live together
worker50	#0337	He`ll conduct  a method of implementation　of 　the seminar
worker50	#0737	Corporation　of 56%　got loans for bankroll
worker50	#0360	We offer a variety of services for company member
worker50	#0529	We were  intersted in such a softcrunchy　very much
worker50	#0338	he transmitｔs and interchanges information for  place`s parental care　actively
worker50	#0223	The man i think do everything right failed
worker7	#0265	There is a store and it takes one hour by car.
worker7	#0622	We can treat the patients who have chronic pain and cancer pain.
worker7	#0181	I felt dizzy by hearing my boss’s strong saying.
worker7	#0462	That is he who see a display of PC beyond Yamada’s shoulder. 
worker7	#0617	It is easily to set a weekly schedule.
worker7	#0378	I will explain how to use for people who actually use it.
worker7	#0364	It is prohibited to do below in case of using this service.
worker7	#0351	First he check your health every morning.
worker7	#0278	There are lots of stages of Noh which are the nice view of red leaves in this country.
worker7	#0562	He has two things that she loves.
worker7	#0015	I hope he will be a presence of aboves.
worker7	#0111	He will help you to make dinners and sweets.
worker7	#0451	He will see the products in this category more.
worker7	#0551	I have a child who is the same age as you.
worker7	#0543	You should have your own opinion.
worker7	#0514	There are lots of companies in England in major European logistics companies.
worker7	#0631	I can finally get time to organize it.
worker7	#0592	Not all people have a mobile phone.
worker7	#0307	He told me clearly what he is going to do.
worker7	#0731	The watercolor course got an interview from the magazine.
worker51	#0643	I always want him to be above
worker51	#0561	Everyone has their own characteristics
worker51	#0350	Be sure to confirm the order details to the customer
worker51	#0624	I can not respond afterwards by anonymity
worker51	#0049	You have made a transfer time of 1 second
worker51	#0584	Many people had time for meditation
worker51	#0601	You can reserve a hotel in Japanese easily in Japan
worker51	#0474	The sound of the second hand of the watch is very comfortable to the ear
worker51	#0700	If you make a mistake in timing you will not get any speed
worker51	#0230	People looking at it noticed
worker52	#0707	He was approved by the mayor in advance. 
worker52	#0718	First he receives a job offer from a company.
worker52	#0719	I have had the same question from many people. 
worker52	#0676	He got out from the entrance of the train station near his house on the way back home. 
worker52	#0173	A consumer fills out the application form for a credit company.
worker52	#0733	I had impression that the person who was in front of me would win. 
worker52	#0189	In general, the dead line for the proposal is within a year. 
worker52	#0408	He is most likely going to the open class day. 
worker52	#0215	He will request some materials about each insurance company. 
worker52	#0558	It has greatly relation to our lives.
worker51	#0135	A number of people took a commemorative photo
worker51	#0354	He made an assessment of the physical properties and lifetime characteristics of the material
worker51	#0381	The municipality must first think about how to make happiness
worker51	#0209	A wise person pretends to be a stupid general
worker51	#0476	It is well-balanced as it protrudes a little.
worker51	#0538	Every child has such a sensitivity
worker51	#0328	Mainly the following projects are conducted by the university
worker51	#0394	I am planning on December 4th
worker51	#0422	Last night, he dreamed of a long time ago
worker51	#0773	There is no reason why such pitiful young people belong to such institution
worker51	#0290	There are 2 pieces of information on this page
worker51	#0052	A junior high school sophomore experience workplace experience
worker51	#0628	Recently I can not update my blog as I want
worker51	#0297	The reduction and exemption system of National Health Insurance tax, there are two system
worker51	#0204	A person who does not know about home making makes such calculations
worker51	#0375	Cultural circle will exhibit works
worker51	#0324	The weather condition means that the selected item is larger than the set value
worker51	#0726	It is the first time in the country to receive the transfer of authority directly from prefectures
worker51	#0235	Mr. Yamada's mother consulted the teacher
worker51	#0702	Regularly undergo the examination of institutions of local public entities
worker51	#0270	I tend to like, people who act committed
worker51	#0218	Tax certificate transmission period is from 1st to 15th
worker51	#0156	The purpose of the service is to reduce the burden on the family
worker51	#0383	I always think about that
worker51	#0331	We provide infectious disease information and medical information for medical staff
worker51	#0466	It seems various people is viewing this blog
worker51	#0283	It has a blood circulation promoting effect
worker51	#0288	In the committee, there was a report to the effect that you want to be completed during the current fiscal year
worker51	#0392	Each will again think about the way of education
worker51	#0704	She had surgery for breast cancer 5 years ago at a university hospital
worker51	#0745	He received an award of disaster prevention contributor than Prime Minister
worker51	#0744	To women in their 30s, it has received a lot of support
worker51	#0400	He thinks seriously about purchasing it
worker51	#0560	Everyone has qualification as a first-class skill
worker51	#0616	Caregiver can use external nursing care insurance service
